user_id,goal,timeframe,goal_type,priority,status,target_date,description,progress_percentage,created_at,updated_at,completed_at
15c290e7-28bd-453c-a496-aa9560cfa836,,,career,1,active,,,0.00,2025-08-20 16:13:56.034986+00,2025-08-20 16:13:56.034986+00,
6ba5612d-430a-4bef-b18b-941906502917,,,career,1,active,,,0.00,2025-08-20 16:13:56.034986+00,2025-08-20 16:13:56.034986+00,
c7301a9e-a4c7-4bee-a8af-2204db7dd9db,,,career,1,active,,,0.00,2025-08-20 16:13:56.034986+00,2025-08-20 16:13:56.034986+00,
